         391699057 function calls (391585293 primitive calls) in 50.544 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:802(<genexpr>)
      508    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1819(<genexpr>)
      193    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1212(slabels)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:269(_extract_multi_indexer_columns)
      240    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:425(__init__)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/codecs.py:260(__init__)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:174(validate_header_arg)
      780    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:680(groupings)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:462(get_compression_method)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/numerictypes.py:649(<listcomp>)
      742    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
  269/201    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/abc.py:121(__subclasscheck__)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:832(_check_data_length)
      127    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
      128    0.000    0.000    0.014    0.000 {function LazyList.__new__.<locals>.lazy.<locals>._lazy at 0x10678cb80}
      227    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:543(<dictcomp>)
      254    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1828(<genexpr>)
      596    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:803(<genexpr>)
      144    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzinfo.py:31(memorized_datetime)
      127    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(where)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:240(_has_complex_date_col)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/datetimes.py:253(__init__)
      127    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:797(<listcomp>)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:408(ensure_dtype_objs)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:921(_is_label_like)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1705(_validate_skipfooter)
      583    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1340(is_index_col)
       32    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:5009(_reindex_with_indexers)
      381    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/multiarray.py:1106(putmask)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:10731(_min_count_stat_function)
       15    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:705(__setitem__)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:1897(_setitem_single_block)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:1223(_convert_to_indexer)
      254    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1830(<genexpr>)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:838(is_in_axis)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:241(start)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1062(_make_date_converter)
       15    0.000    0.000    0.010    0.001 /Users/Graham/cruise/ship.py:247(__init__)
      124    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:201(is_bool)
      386    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/common.py:205(<genexpr>)
      195    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:83(_f)
      596    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/__init__.py:205(<genexpr>)
      656    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/os.py:344(_walk)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1607(_extract_dialect)
       62    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1722(from_blocks)
       30    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:2352(check_bool_indexer)
      596    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/lazy.py:150(_lazy)
       45    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/common.py:105(is_bool_indexer)
       45    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1008(_argsort_dispatcher)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1806(getitem_mgr)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:851(is_in_obj)
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1615(<listcomp>)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:188(_validate_dtype)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:638(_get_setitem_indexer)
      195    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:183(_constructor)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:588(_ilevel)
       30    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1873(construct_1d_arraylike_from_scalar)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:580(nansum)
       32    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:4970(_reindex_axes)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:220(<setcomp>)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:1553(_setitem_with_indexer)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:1516(__invert__)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:920(_validate_usecols_arg)
      127    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:4109(reindex)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:515(_validate_names)
      225    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      127    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/urllib/parse.py:103(_noop)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:287(step)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/urllib/parse.py:419(_checknetloc)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:191(_get_fill_value)
      195    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:395(new_func)
       15    0.000    0.000    0.000    0.000 /Users/Graham/cruise/ship.py:61(__init__)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/construction.py:635(_extract_index)
       73    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/copy.py:107(_copy_immutable)
       15    0.000    0.000    0.010    0.001 /Users/Graham/cruise/ship.py:122(initializeCruisesDataDictionary)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:798(infer_dtype_from_array)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:1042(_get_values)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:1249(_check_is_chained_assignment_possible)
       60    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:86(<genexpr>)
      227    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/base.py:150(is_consolidated)
        2    0.000    0.000    0.001    0.001 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1057(<dictcomp>)
       62    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:825(__array__)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:1260(_maybe_update_cacher)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:232(<listcomp>)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1287(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1514(find_spec)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:606(_can_hold_element)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:11049(sum)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:10780(sum)
      145    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzinfo.py:45(memorized_ttinfo)
        1    0.000    0.000   50.545   50.545 /Users/Graham/cruise/app.py:7(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/array_algos/putmask.py:180(setitem_datetimelike_compat)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:2149(can_hold_element)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:396(apply)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/lib/function_base.py:5385(_append_dispatcher)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/numerictypes.py:650(<listcomp>)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexers/utils.py:133(check_setitem_lengths)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1751(_ravel_dispatcher)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:252(make_block)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzfile.py:41(<listcomp>)
       45    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:79(check)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:674(infer_dtype_from)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:484(is_view)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/multiarray.py:341(where)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:461(newfunc)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/array_algos/take.py:288(_get_take_nd_function_cached)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:267(loc)
       15    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:331(setitem)
       15    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:1445(_maybe_null_out)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:4120(_is_view)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:2308(is_integer)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:427(_split_op_result)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_methods.py:46(_sum)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:668(_ensure_listlike_indexer)
      9/1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzinfo.py:179(__init__)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:171(is_view)
        1    0.000    0.000    0.014    0.014 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/lazy.py:97(_lazy)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:2437(is_nested_tuple)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexers/utils.py:107(is_empty_indexer)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:4226(_wrap_reindex_result)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:7046(ensure_has_len)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:901(_find_spec)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexers/utils.py:85(is_scalar_indexer)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexers/utils.py:69(is_list_like_indexer)
      196    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/urllib/parse.py:88(clear_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1383(_get_spec)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzinfo.py:18(memorized_timedelta)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:246(<dictcomp>)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:2399(convert_missing_indexer)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:2187(np_can_hold_element)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:130(iloc)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        2    0.000    0.000    0.001    0.001 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1006(_get_empty_meta)
       46    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/_collections_abc.py:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:3933(_check_is_chained_assignment_possible)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:1484(check_below_min_count)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1833(index)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1029(<lambda>)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:4230(_maybe_preserve_names)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/compat/_optional.py:87(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_find_and_load)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzfile.py:19(_std_string)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexing.py:1020(_has_valid_setitem_indexer)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:1245(_clear_item_cache)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:4488(_needs_reindex_multi)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/_distutils_hack/__init__.py:103(find_spec)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_dtype.py:178(_datetime_metadata_str)
        9    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/os.py:282(walk)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/importlib/__init__.py:109(import_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:1130(_get_binary_io_classes)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:507(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:649(_ensure_dtype_type)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000   50.545   50.545 /Users/Graham/cruise/profiler.py:7(profile_code)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/_collections_abc.py:78(_check_methods)
        8    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1415(find_spec)
        7    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/Graham/cruise/ship.py:28(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/urllib3/packages/six.py:190(find_spec)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
